text,trans
プロデューサー、最近よーく三峰に声かけてくれるよねぇ\n……三峰のこと、そんなに知りたい？\nそっかそっかー。じゃあ、まだまだ頑張って構ってね！,制作人最近经常找三峰说话呢\n……就那么想知道三峰的事情吗？\n原来如此，那么，还要继续努力了呢
１月16日生まれの山羊座、Ｏ型。出身地は──\nええ？　プロフィールに載ってない話が聞きたいの？\n……それはだぁめ。まだポイントが足りないんだなぁ,出生于1月16日，白羊座，o型血，出身于──\n诶？不想听写在个人资料里的事情吗？\n…这可不行。得分还不够哦
三峰の好きなもの──よりもさ、三峰としては、\nＰたんの好きなものの話の方が気になっちゃうなーなんて！\nふふ、誤魔化してはないよぉ。話したいのは本当だもん,和三峰喜欢的东西──比起来啊\n三峰更在意P碳喜欢的东西什么的！\n诶嘿嘿，不是在捉弄你哦，三峰可是认真的
プロデューサーってば熱烈だね～\nそんなに真っ向来られたら、相手するしかなくなるじゃん\n妥協しないのも困りものだなぁ、まったく,制作人真是热情啊～如果那么直接地追求的话\n不就只能选择回应了吗\n不妥协也很困扰啊，真是的
いつも頑張る我らがＰたんに朗報！\n──三峰はぁ、Ｐたんにちょっかいかけてもらうの、\nそんなに嫌いじゃないようです！　……えへへ,有给一直在努力的P碳的好消息！\n──三峰啊，对于制作人的调情，好像并没有那么讨厌的说！\n……诶嘿嘿
三峰の好きなものはぁ……\nアンティーカと、事務所のみんなと……プロデューサー\n──２８３プロにいられるのが、何よりも幸せなの,三峰最喜欢的东西是…L'Antica，事务所的大家…还有制作人！──能在283事务所里，比什么都要幸福！
プロデューサープロデューサー。余計なお世話かなーとは\n思うんだけどさ、根詰めすぎないようにね？\n……三峰だって、大事な人の心配ぐらいするんだから,制作人制作人——\n虽然知道可能是在多管闲事──什么的，但也别努力过头了哦……\n三峰可是，在担心非常重要的人啊
三峰のこと、実はいい子、とか思ってるんだったら──\n三峰的には作戦成功……かな？　だって、そう見えるように\nっていうシタゴコロなんだから。……なんて、ねぇ？,如果觉得三峰真是个好孩子的话──\n三峰的作战就成功了…什么的？因为本来就想让别人看起来是这样\n之类的？
私を信じて見守ってくれるところも──そのくせここぞって時は、\n三峰の言うことなんか聞かずに踏み込んできちゃうところも──\n……感謝してるのって言ったら、信じてくれる？,一直相信并守护着我──\n关键时刻时，不顾三峰的话也会强行参与进来──\n对此很感谢这一点，可以相信三峰吗？
ここだけの三峰情報、その１！\n実家では飼っていたのに、今の家には猫がいないのは──\n……猫可愛さで、外に出られなくなりそうだからです……,独家的三峰情报，其一！\n老家其实养了只猫，现在的家里没有养是因为…\n猫实在是太可爱了，根本没法出门的说……
Ｐたんと一緒にアイドルを頑張っている三峰に、\nそろそろご褒美をくれてもいいのではないでしょうか……！\n……一緒にご飯なんか、ちょうどいい報酬だなぁ？,是时候，该奖励作为偶像和P碳一起努力的三峰了吧…！一起吃个饭，是个恰到好处的报酬吧？

#雾子↓,
白い……白い……コデマリさん……──\n病院に……咲いているんです……\n小さい頃から……ずっと一緒で……,
わたしたちだけの……秘密です……\nコデマリさんが……\n寂しがっていること……,
プロデューサーさん……\nコデマリさんの花は……春しか知らないんです……\n夏も……秋も……冬も……──,
コデマリさんに……教えてあげましょう……\n夏のお話……\n空と……海が……おでこをくっつけるお話……,
今日は……秋のお話をしましょう……\nオジギソウのみなさんが……\n月に……お辞儀するお話……,
今日は……冬のお話をしましょう……\n土の下で……\nたくさんのいのちが……夢を見るお話……,
春になったら……会えます……\nコデマリさんのお花……\nプロデューサーさんも……一緒に……,
ふふ……\nお花さんたちは……話しません……\nそんな気が……するだけです……,
お花さんたちと……わたし……\nそれから今は……プロデューサーさんも……\n全部の季節が……優しいです……,

#果穗↓,
アイドルになって、たくさん、たーっくさん！\n楽しいことや、わくわくすることが増えました！\nプロデューサーさんに、いっぱいいっぱいお話したいです！,
『最上、最愛、最高潮！　団結力ナンバーワンッ！』\nえへへっ、あたしたちが出てきた時に言うんです！\nジャスティスＶみたいに、カッコよく登場するんですよ！,
お菓子でも、『同じかまのごはん』になりますか……？\nあたし、プロデューサーさんと一緒に\n駄菓子のヨーグルトを食べたいです！,
あたしは、もっともっとたくさんの人を笑顔にしたいです！\nでも、ひとりじゃぜんぜんパワーが足りません\nだから、プロデューサーさん、ずっと一緒に戦いましょう！,
プロデューサーさん、マメ丸と遊びませんか！？\nうちの家族はみーんな、マメ丸と遊ぶと元気になるんです！\nお散歩もあわせると、効果はもーっと上がります！,
今日のレッスンで、動きが良くなったってほめられました！\nいっぱいがんばったので、プロデューサーさんにも\nほめてもらえたら、もっともっとうれしいです！,
プロデューサーさんに、肩たたき券をプレゼントします！\n──あたし、おうちでは、肩たたきのプロって呼ばれてるんです\nいつでも出げき準備万たんなので、どんどん使ってください！,
あたしが夏葉さんの歳になっても、プロデューサーさんの\n歳になっても、社長さんの歳になっても──……絶対！\nプロデューサーさんと一緒に、戦い続けてるんだと思います！,
プロデューサーさんがいるからいっぱい頑張れるし、\nどんなにピンチな時でも、大丈夫だって思えます！\nだから、ずっと一緒にいてください、プロデューサーさん！,
